agency,uploaded_on,value,uploaded_dt,dt_scrape,description
USAID,3/1/2025,1800000.0,2025-03-01,2025-03-18-2217,"SYYPE 2022 WILL EXAMINE HOW THE LIVES OF THE YOUNG PEOPLE INTERVIEWED IN THE FIRST ROUND OF SYPE 2009 (WHEN THEY WERE AGED 10-29 YEARS) AND RE-INTERVIEWED IN 2014 (WHEN THEY WERE AGED 14-34 YEAR) HAVE CONTINUED TO EVOLVE. THE COHORT IS NOW AGED 22-42 YEARS AND WILL LIKELY HAVE STARTED THEIR OWN FAMILIES. THE MAJORITY WILL HAVE COMPLETED THEIR EDUCATION AND ARE EXPECTED TO BE CONTRIBUTING ECONOMICALLY TO EGYPT. THE THREE MAIN GOALS OF SYPE 2022 ARE: 1. UNDERSTAND THE EFFECTS OF REFORMS AND EVENTS ON VARIOUS GROUPS OF YOUNG PEOPLE; 2. ASSESS THE CURRENT SITUATION OF YOUNG PEOPLE AGED 10-29 WITH REGARD TO HEALTH, EDUCATION, EMPLOYMENT, MARRIAGE AND FAMILY FORMATION, GENDER ATTITUDES, COVID-19, CLIMATE CHANGE; AND, 3. UNDERSTAND TRANSITIONS TO ADULTHOOD AMONGST YOUNG PEOPLE WITH PHYSICAL DISABILITIES AND CHALLENGES AND OPPORTUNITIES THEY HAVE TO FULFILL THEIR FULL POTENTIAL."
USAID,3/1/2025,86000000.0,2025-03-01,2025-03-18-2217,"THE PURPOSE OF THE USAID EGYPTIAN PIONEERS ACTIVITY IS TO BUILD A MORE INCLUSIVE AND CAPABLE WORKFORCE THAT ELEVATES SECTORS CRITICAL TO EGYPT'S ECONOMIC GROWTH. THE ACTIVITY WILL ACHIEVE THIS PURPOSE THROUGH THE FOLLOWING THREE RESULTS: 1) GOE MINISTRIES AND OTHER GOVERNMENT INSTITUTIONS AT THE FOREFRONT OF EGYPT’S STRATEGIC DEVELOPMENT HAVE GREATER LEADERSHIP AND TECHNICAL CAPACITY TO DEVELOP AND IMPLEMENT POLICIES AND PRACTICES TO ADVANCE NATIONAL PRIORITIES; 2) EMERGING LEADERS IN NON-GOE ENTITIES MODERNIZE THEIR KNOWLEDGE, SKILLS, AND PRACTICE IN PRIORITY SECTORS TO TACKLE EGYPT’S EVOLVING PUBLIC AND PRIVATE SECTOR CHALLENGES AND ADVANCE EGYPT’S REGIONAL AND INTERNATIONAL COMPETITIVENESS; AND 3) YOUNG EGYPTIANS OF HIGH FINANCIAL NEED GAIN MARKET-RELEVANT KNOWLEDGE AND SKILLS IN FIELDS THAT SITUATE THEM TO EFFECTIVELY FUEL EGYPT’S LONG-TERM INCLUSIVE ECONOMIC GROWTH. USAID EGYPTIAN PIONEERS’ IMPLEMENTATION, PARTICULARLY IN TERMS OF TARGETED SECTORS AND DEGREE PROGRAMS, WILL BE GUIDED BY USG AND GOVERNMENT OF EGYPT (GOE) PRIORITIES, WITH A SPECIAL EMPHASIS ON SECTORS THAT DIRECTLY CONTRIBUTE TO EGYPT’S PUBLIC HEALTH AND CLIMATE CHANGE GOALS."
USAID,3/1/2025,2048689.03,2025-03-01,2025-03-18-2217,No description currently available
USAID,3/1/2025,85000000.0,2025-03-01,2025-03-18-2217,"THE OBJECTIVE OF THE PARTNERSHIPS PROGRAM IS TO STRENGTHEN THE HIGHER EDUCATION SYSTEM TO ADDRESS EGYPT’S DEVELOPMENT PRIORITIES. THROUGH PARTNERSHIPS WITH THE MINISTRY OF HIGHER EDUCATION AND SCIENTIFIC RESEARCH (MOHESR), EGYPTIAN HIGHER EDUCATION INSTITUTIONS (HEIS), AND THE PRIVATE SECTOR, THE PARTNERSHIPS ACTIVITY WILL ACCELERATE THE MOHESR’S VISION TO TRANSFORM EGYPT’S PUBLIC HEIS INTO WORLD-CLASS, MARKET-RELEVANT CENTERS OF LEARNING THAT PREPARE AND CONNECT EGYPTIAN STUDENTS TO THE WORKFORCE."
USAID,3/1/2025,7400606.0,2025-03-01,2025-03-18-2217,SUPPORTING TRANSFORMATION OF ENTERPRISE PERFORMANCE.
USAID,3/1/2025,15000000.0,2025-03-01,2025-03-18-2217,ENDING VIOLENCE'S AGAINST WOMEN AND GIRLS
USAID,3/1/2025,10000000.0,2025-03-01,2025-03-18-2217,THE PURPOSE OF THIS AGREEMENT IS TO END VIOLENCE AGAINST WOMEN AND GIRLS THROUGH PREVENTION AND RESPONSE.
USAID,3/1/2025,3363987.0,2025-03-01,2025-03-18-2217,No description currently available
USAID,3/1/2025,8034228.0,2025-03-01,2025-03-18-2217,No description currently available
USAID,3/1/2025,28848414.0,2025-03-01,2025-03-18-2217,ENABLING DURABLE SOLUTIONS FOR THE NINEWA PLAIN
USAID,3/1/2025,20000000.0,2025-03-01,2025-03-18-2217,AHLAN SIMSIM
USAID,3/1/2025,2000000.0,2025-03-01,2025-03-18-2217,PRESERVING CULTURAL HERITAGE OF MINORITY COMMUNITIES
USAID,3/1/2025,24997251.0,2025-03-01,2025-03-18-2217,IRAQ CIVIL SOCIETY ACTIVITY
USAID,3/1/2025,1000000.0,2025-03-01,2025-03-18-2217,THE USAID FUNDED INSO ACTIVITY WILL INCREASE THE OVERALL EFFECTIVENESS AND OPERATIONS OF CIVIL SOCIETY ORGANIZATIONS IN IRAQ. THE PROGRAM WILL PROVIDE SPECIFIC SECURITY AND CONTEXTUAL INFORMATION TO CIVIL SOCIETY ORGANIZATIONS THAT WILL ALLOW THEM TO MORE EFFECTIVELY IMPLEMENT THEIR PROGRAMS IN IRAQ.
USAID,3/1/2025,20000000.0,2025-03-01,2025-03-18-2217,INCLUSIVE ACCESS TO SUSTAINABLE WATER AND SANITATION SERVICES
USAID,3/1/2025,13999990.0,2025-03-01,2025-03-18-2217,THE HIGHER EDUCATION CAPACITY DEVELOPMENT (HECD) ACTIVITY WILL PROVIDE TECHNICAL ASSISTANCE TO HIGHER EDUCATION INSTITUTIONS. THE TOTAL ESTIMATED AMOUNT IS UP TO $10MILLION OVER FIVE YEARS OF IMPLEMENTATION.
USAID,3/1/2025,38328100.0,2025-03-01,2025-03-18-2217,THE LII ACTIVITY WILL PROVIDE AND LEVERAGE INVESTMENT CAPITAL AND BUILD SUPPORTING INSTITUTIONS IN LEBANON. LII WILL SUPPORT LOCAL ENTREPRENEURS AND SMALL AND MEDIUM ENTERPRISES (SMES).
USAID,3/1/2025,13000000.0,2025-03-01,2025-03-18-2217,THE GOAL OF THE PROGRAM IS TO ACCELERATE CIVIL SOCIETY EFFORTS TO ADVANCE INCLUSIVE RIGHTS-BASED CHANGE OF POLICIES AND PRACTICES THAT RESPOND TO LOCALLY-DRIVEN DEMANDS FOR ACCOUNTABILITY AND TRANSPARENCY IN GOVERNANCE AND PUBLIC SERVICE DELIVERY.
USAID,3/1/2025,10000000.0,2025-03-01,2025-03-18-2217,"THE PRIMARY GOAL OF THE ACTIVITY IS TO DEVELOP VIABLE LOCAL SYSTEMS ABLE TO PROVIDE CONSISTENT AND AFFORDABLE INPUTS, AND CREATE INCLUSIVE MARKET CHANNELS IN THE AGRICULTURE SECTOR."
USAID,3/1/2025,7550000.0,2025-03-01,2025-03-18-2217,CRISIS MEDICAL RESPONSE FOR LEBANON (CMR LEBANON) ACTIVITY - AUB
USAID,3/1/2025,2550000.0,2025-03-01,2025-03-18-2217,CRISIS MEDICAL RESPONSE FOR LEBANON (CMR LEBANON) ACTIVITY - LAU
USAID,3/1/2025,500000.0,2025-03-01,2025-03-18-2217,NEW PIO GRANT WITH UNDP FOR THE EPPS PROGRAM ELECTORAL ASSISTANCE AND PARLIAMENT SUPPORT PROJECT
USAID,3/1/2025,12000000.0,2025-03-01,2025-03-18-2217,THE GOAL OF THE SYRIA EPP IS TO BUILD CITIZEN ENGAGEMENT IN RESPONSIVE DEMOCRATIC PROCESSES TO CONTRIBUTE TO A POLITICAL SOLUTION TO THE CONFLICT IN SYRIA.
USAID,3/1/2025,29915900.0,2025-03-01,2025-03-18-2217,STRENGTHEN COMMUNITY RESILIENCE IN NORTHWEST SYRIA ACTIVITY
USAID,3/1/2025,5200000.0,2025-03-01,2025-03-18-2217,BUILDING PEACE IN YEMEN
USAID,3/1/2025,14000000.0,2025-03-01,2025-03-18-2217,THE YEMEN COMMUNITY RESILIENCE AWARD WILL STRENGTHEN THE RESILIENCE OF COMMUNITIES TO TRAFFICKING AND RECRUITMENT—ESPECIALLY OF CHILDREN—INTO ARMED GROUPS AND WILL SUPPORT THE REINTEGRATION OF CHILDREN ASSOCIATED WITH ARMED FORCES AND ARMED GROUPS (CAAFAG) AND FORMER COMBATANTS THROUGH INDIVIDUAL ASSISTANCE AND COMMUNITY-BASED APPROACHES
USAID,3/1/2025,9000000.0,2025-03-01,2025-03-18-2217,PEACE AND INCLUSIVE POLITICAL PROCESSES IN YEMEN
USAID,3/1/2025,48000000.0,2025-03-01,2025-03-18-2217,USAID STRENGTHENING HEALTHCARE ACCESS
USAID,3/1/2025,50000000.0,2025-03-01,2025-03-18-2217,USAID/WETS BANK AND GAZA POSITIVE YOUTH ENGAGEMENT ACTIVITY
USAID,3/1/2025,1349862.0,2025-03-01,2025-03-18-2217,"THE INNOVATE2GETHER PROJECT WITH NORTHERN ISRAEL CENTER FOR ARTS AND TECHNOLOGY WILL FOCUS ON BUILDING RELATIONS AMONG ARAB AND JEWISH YOUTH WHO WILL IN TURN LEVERAGE THEIR EXPERIENCES WITH THE “OTHER” TO IMPACT THE WIDER COMMUNITIES IN SUPPORT OF JEWISH-ARAB COLLABORATIONS, MITIGATION OF VIOLENCE AND PEACEFUL SHARED LIVING.THE INNOVATE2GETHER PROGRAM WILL CULTIVATE A CADRE OF ABOUT 1200 YOUNG ARAB AND JEWISH INNOVATORS THAT VOLUNTARILY AIDE AND IMPACT THEIR OWN COMMUNITIES WHILE ADVANCING CONFLICT MITIGATION APPROACHES TOWARDS BUILDING A SHARED SOCIETY IN THE NORTH. UTILIZING TECHNOLOGY, INNOVATION AND CREATIVE TEAMWORK, THE PROGRAM WILL ADVANCE LOCAL SOLUTIONS FOR PRESSING COMMUNAL NEEDS, CARRIED OUT BY JEWISH AND ARAB YOUTH AMBASSADORS - ALUMNI OF THE RECIPIENT. THE ARAB AND JEWISH YOUTH UNDERGO A MEANINGFUL CMM LEADERSHIP DEVELOPMENT PROCESS, UTILIZING 3D, PHOTOGRAPHY AND FILM AS MEANS TO CONNECT AND CAPTURE TODAY’S YOUTH, GAINING VITAL SKILLS AS INNOVATIVE ADVOCATES WHO CREATE TOGETHER IN A BICULTURAL AND BILINGUAL CONTEXT A MORE HOPEFUL AND JOINT FUTURE IN THE REGION."
USAID,3/1/2025,3294202.0,2025-03-01,2025-03-18-2217,MEPPA AWARD: WOMEN ENTREPRENEURSHIP DEVELOPMENT (WED)
USAID,3/1/2025,2200000.0,2025-03-01,2025-03-18-2217,MEPPA AWARD: PROSPERITY THROUGH PARTNERSHIP (PTP) ACTIVITY
USAID,3/1/2025,3330013.0,2025-03-01,2025-03-18-2217,USAID/WBG MEPPA AWARD: PARTNERSHIP FOR CLIMATE RESILIENCE AND WATER SECURITY ACTIVITY
USAID,3/1/2025,2210000.0,2025-03-01,2025-03-18-2217,WBG-MEPPA-APS: NEW AWARD FOR THE DEVELOPMED-MEDICINE IN THE SERVICE OF PEACE ACTIVITY
USAID,3/1/2025,5000000.0,2025-03-01,2025-03-18-2217,WBG-MEPPA-APS: AWARD TECHSEED FOR PEACE (T4P) ACTIVITY
USAID,3/1/2025,4500000.0,2025-03-01,2025-03-18-2217,MEPPA AWARD - THE NEXT GENERATION ACCELERATOR
USAID,3/1/2025,2561108.0,2025-03-01,2025-03-18-2217,"THE “PALESTINIAN-ISRAELI SPECIALIST NURSING HUB” ACTIVITY AIMS TO CULTIVATE PEACEFUL COEXISTENCE BETWEEN ISRAELIS AND PALESTINIANS WHILE BRIDGING CRITICAL HEALTHCARE DELIVERY GAPS IN THE NURSING FIELD. OVER 36 MONTHS, THE ACTIVITY WILL COORDINATE A COMPREHENSIVE PEACEBUILDING AND SPECIALIST NURSING TRAINING PROGRAM THAT ENGAGES ABOUT 480 NURSES FROM LEADING PALESTINIAN AND ISRAELI HEALTHCARE INSTITUTIONS BY TWINNING HOSPITALS TOGETHER."
USAID,3/1/2025,2336172.0,2025-03-01,2025-03-18-2217,"MEPPA: EIN DOR MUSEUM FOR ARCHEOLOGY: ECO-PLAY ACTIVITY: THE ECO–PLAY PROGRAM IS A BI-NATIONAL YOUTH LEADERSHIP PROGRAM THAT WILL ENGAGE APPROXIMATELY 250 ARAB AND JEWISH YOUTH FROM THE GALILEE TOGETHER FOR AN INTENSIVE MULTI-YEAR DEVELOPMENT PROGRAM AND PROVIDE THEM THE OPPORTUNITY TO DEVELOP AS LEADERS TOGETHER. FOCUSING ON THE SHARED GENERATIONAL CONCERN WITH ENVIRONMENTAL SUSTAINABILITY, THE PROJECT WILL FOCUS ON THE CREATION OF AN ECO-PARK CONSISTING OF AN ECOLOGICAL PLAYGROUND, A COMMUNITY GARDEN, A RECYCLED ART EXHIBITION, AND SOCIAL GAMES EVENTS. AS PART OF A PILOT PROGRAM, THE RECIPIENT WILL ALSO LOOK TO CREATE OPPORTUNITIES FOR THIS COHORT TO ENGAGE WITH PALESTINIAN YOUNG LEADERS."
USAID,3/1/2025,5000000.0,2025-03-01,2025-03-18-2217,"EDUCATION2ACTION (E2A) SEEKS TO CREATE A NETWORK OF ENTREPRENEURIAL PEACEMAKERS EQUIPPED WITH SKILLS, OPPORTUNITIES, AND MOTIVATION TO ADDRESS HIGH-IMPACT CHALLENGES IN AND BETWEEN PALESTINIAN AND ISRAELI COMMUNITIES. E2A WILL DIRECTLY BENEFIT APPROXIMATELY 1,160 YOUNG ISRAELIS AND PALESTINIANS THROUGH A THREE-PILLAR PROGRAMMATIC APPROACH: PILLAR 1 – EDUCATION: A TWO-YEAR EDUCATIONAL PROGRAM IMPLEMENTED IN PARTNERSHIP WITH MIT ENGAGING ISRAELI AND PALESTINIAN YOUTH (AGES 15-17), PILLAR 2 – ACTION: A TWO-YEAR BI-NATIONAL HANDS-ON ENTREPRENEURIAL AND VOLUNTEER PRACTICUM STAGE FOR PARTICIPANTS OF PILLAR 1 (AGES 17-19), AND PILLAR 3 - INFLUENCE: LEVERAGING MEET’S EXISTING ALUMNI NETWORK (AGES 20+) TO BOTH ENHANCE THE SUCCESS OF PILLARS 1 AND 2 AND EXPAND THE E2A PROGRAM’S INFLUENCE. THE MAIN BENEFICIARIES OF THE THREE PILLARS ARE THE STUDENTS, WHO WILL BE SELECTED FROM EAST JERUSALEM, WEST JERUSALEM, THE WEST BANK, AND THROUGHOUT ISRAEL, WITH AN EMPHASIS ON RECRUITING FROM UNDERREPRESENTED GROUPS."
USAID,3/1/2025,500000.0,2025-03-01,2025-03-18-2217,TRILATERAL FEMALE LEADERS
USAID,3/1/2025,1611040.0,2025-03-01,2025-03-18-2217,"MEPPA-APS YEAR 2: GAME CHANGERS UNITED {PEACEPLAYERS MIDDLE EAST). GAME CHANGERS UNITED IS A LEADERSHIP, PROFESSIONAL, AND ATHLETIC DEVELOPMENT PROGRAM THAT WILL BE IMPLEMENTED BY PEACEPLAYERS INTERNATIONAL, IT ENGAGES PALESTINIAN AND ISRAELI YOUNG PEOPLE FROM DIVERSE COMMUNITIES THROUGHOUT ISRAEL, EAST JERUSALEM, AND THE WEST BANK OVER A THREE-YEAR PERIOD. THE PROJECT IS A LONG-TERM FRAMEWORK FOR BUILDING TRUST AND CROSS-BORDER COOPERATION, ADVANCING FEMALE EMPOWERMENT, AND ENHANCING LEADERSHIP SKILLS, USING SPORTS TO CREATE COMMON GROUND. TO SUCCESSFULLY IMPLEMENT THE PROJECT, GAME CHANGERS UNITED ACTIVELY ENGAGES KEY INSTITUTIONS INCLUDING COMMUNITY LEADERS, MUNICIPAL COUNCILS, AND SCHOOL ADMINISTRATORS."
USAID,3/1/2025,35000000.0,2025-03-01,2025-03-18-2217,THE PIONEERS RAEDAT ACTIVITY
USAID,3/1/2025,2448067.0,2025-03-01,2025-03-18-2217,"MEPPA AWARD: TSOFEN- GOGETIT: GROWING OPPORTUNITIES, GROWING EMPLOYMENT IN TECH THE PURPOSE OF THE ACTIVITY IS TO PROMOTE GREATER UNDERSTANDING AND COOPERATION AMONG JEWISH, ISRAELI-CITIZEN ARAB, AND WEST BANK PALESTINIAN YOUTH BY BUILDING ECONOMIC TIES IN THE TECHNOLOGICAL SECTOR IN STEM STUDIES AND IN THE HI-TECH FIELD, IN ORDER TO REDUCE DISPARITIES THAT DESTABILIZE PEACEFUL RELATIONS BETWEEN JEWS AND ARABS IN ISRAEL AND IN PALESTINE, WHILE ALSO ENHANCING SHARED CROSS-BORDER COMMUNITY BUILDING AND DIALOGUE."
USAID,3/1/2025,4439382.0,2025-03-01,2025-03-18-2217,"WOMEN'S ECONOMIC AND EMPOWERMENT PROGRAM (WEWB) AIMS TO PROMOTE SUSTAINABLE PEACE AND COOPERATION BY ESTABLISHING A CONNECTED NETWORK OF LOCALIZED ECONOMIC ECOSYSTEMS, OR HUBS, LED BY ISRAELI AND PALESTINIAN WOMEN MICRO-ENTREPRENEURS. THROUGH ECONOMIC EMPOWERMENT, SKILLS DEVELOPMENT, CROSS-BORDER MENTORSHIP, AND JOINT VENTURES, WEWB AIMS TO ENHANCE THE SOCIO-ECONOMIC CONDITIONS OF WOMEN FROM DIVERSE BACKGROUNDS, BRIDGE GAPS, AND CREATE OPPORTUNITIES FOR PEACEFUL COEXISTENCE IN THE REGION."
USAID,3/1/2025,2204435.0,2025-03-01,2025-03-18-2217,MEPPA-APS Y2: HARVESTING CROSS-BORDER THROUGH ENVIRONMENTAL ACTION
USAID,3/1/2025,49500000.0,2025-03-01,2025-03-18-2217,THE OBJECTIVE OF THE BASIC EDUCATION ACTIVITY IS TO STRENGTHEN NON-GOVERNMENTAL EDUCATION SERVICES FOR PALESTINIAN CHILDREN OF KG 1 THROUGH GRADE 6 THAT ENABLE THEM TO THRIVE AND REACH THEIR FULL DEVELOPMENTAL POTENTIAL.
USAID,3/1/2025,1343584.0,2025-03-01,2025-03-18-2217,"MEPPA APS: PHOTO ISRAEL TO AWARD A NEW FAA GRANT FOR THE PHOTO SALAM ACTIVITY. THE PROPOSED ACTIVITY AIMS TO PROMOTE A BROADER COEXISTENCE BY CHANGING PUBLIC AWARENESS AND BEHAVIOR ON SUBJECTS RELATING TO DIVERSITY AND SHARED SOCIETY. THE ACTIVITY WILL PROVIDE ARAB AND JEWISH RESIDENTS, YOUNG ADULTS, AND YOUTH, WITH A COLLABORATIVE PLATFORM, PHOTOGRAPHY SKILLS, THE ABILITY TO MAKE THEIR VOICES HEARD IN A STRONG AND COHERENT MANNER, AND THE OPPORTUNITY TO SHARE THEIR DAILY REALITY AND WORLDVIEW ON A GRAND SCALE. THEIR WORK WILL BE DISPLAYED THROUGH VARIOUS PLATFORMS OPEN TO THE PUBLIC, INCLUDING OUTDOOR LOCAL EXHIBITS AND THE INTERNATIONAL PHOTOGRAPHY FESTIVAL IN TEL AVIV, AN ANNUAL EVENT THAT GARNERS OVER 50,000 PARTICIPANTS FROM ISRAEL AND ABROAD EACH YEAR. THROUGHOUT THE PROGRAM, PARTICIPANTS WILL BENEFIT FROM MIXED IDENTITY PHOTOGRAPHY WORKSHOPS IN WHICH ARAB AND JEWISH ISRAELI PARTICIPANTS WORK TOGETHER AND GAIN EACH OTHER'S TRUST AROUND COMMON TOPICS OF INTEREST. THE PHOTO IS: VOICE METHODOLOGY IS EXPECTED TO BE AN EFFECTIVE TOOL THROUGH WHICH TO REINTRODUCE ARAB AND JEWISH STAKEHOLDERS' CONFIDENCE IN COEXISTENCE PRINCIPLES AND FOSTER UNITY IN COMMUNITIES."
USAID,3/1/2025,500000.0,2025-03-01,2025-03-18-2217,MEPPA:INTERFAITH PEACEBUILDING INITIATIVES (IPI) WITH INTERFAITH ENCOUNTERS ASSOCIATION
USAID,3/1/2025,500000.0,2025-03-01,2025-03-18-2217,MEPPA: WOMEN BUILDING BRIDGES: ISRAELI AND PALESTINIAN WOMEN GROWING PEACE FROM THE GRASSROOTS UP
USAID,3/1/2025,1207000.0,2025-03-01,2025-03-18-2217,MIDDLE EAST BINATIONAL PSYCHOTHERAPY SCHOOL
USAID,3/1/2025,500000.0,2025-03-01,2025-03-18-2217,YOUTH UNITED FOR THE ENVIRONMENT
USAID,3/1/2025,540000.0,2025-03-01,2025-03-18-2217,TO POSITIVELY CHANGE ISRAELI AND PALESTINIAN PUBLIC DISCOURSE ABOUT THE POTENTIAL FOR PEACE BY AMPLIFYING THE PUBLIC VOICES OF APPROXIMATELY 175 BEREAVED ISRAELI AND PALESTINIAN PEACE ACTIVISTS.
USAID,3/1/2025,55000000.0,2025-03-01,2025-03-18-2217,EFFECTIVE MANAGEMENT OF IRRIGATION WATER ACTIVITY
USAID,3/1/2025,3126744.0,2025-03-01,2025-03-18-2217,"STRENGTHEN PEOPLE-TO-PEOPLE GRASSROOTS RELATIONSHIPS TO ADDRESS COMMON CHALLENGES, ACCELERATE PEACEBUILDING MOMENTUM, AND EFFECT SOCIAL CHANGE BETWEEN ISRAELIS AND PALESTINIANS."
USAID,3/1/2025,2500000.0,2025-03-01,2025-03-18-2217,"INCREASE PARTNERSHIPS FOR PEACEFUL COEXISTENCE AND INCLUSIVE PEACE BETWEEN DIVERSE PALESTINIAN AND ISRAELI WOMEN, OFFERING ALTERNATIVE PARADIGMS TO VIOLENCE AND STRENGTHENING THE RESILIENCE OF PEACEBUILDING CONSTITUENCIES."
USAID,3/1/2025,3063358.0,2025-03-01,2025-03-18-2217,"STRENGTHEN PEOPLE-TO-PEOPLE GRASSROOTS RELATIONSHIPS TO ADDRESS COMMON CHALLENGES, ACCELERATE PEACEBUILDING MOMENTUM, AND EFFECT SOCIAL CHANGE."
USAID,3/1/2025,395000.0,2025-03-01,2025-03-18-2217,"THE PURPOSE OF THIS ACTIVITY IS TO ENGAGE YOUNG WOMEN ACTIVISTS TO WORK UNI-NATIONALLY AND JOINTLY TO REGAIN CONFIDENCE IN PEACEBUILDING, LEARN ADVANCED CONFLICT MITIGATION SKILLS AND ENGAGE THEIR COMMUNITIES IN ACTS OF RECONCILIATION AND HOPE."
USAID,3/1/2025,499990.0,2025-03-01,2025-03-18-2217,No description currently available
USAID,3/1/2025,1200000.0,2025-03-01,2025-03-18-2217,"THE “GAME CHANGERS” ACTIVITY AIMS TO LEVERAGE SPORTS (SPECIFICALLY SOCCER) AS A COMMON LANGUAGE FOR FOSTERING DIALOGUE AND COOPERATION. THE PROJECT BRINGS 350 PALESTINIAN YOUTH AND 350 ISRAELI, USING THE SHARED SPACE OF THE SOCCER FIELD TO TEACH VALUES OF TOLERANCE AND COEXISTENCE, TO BUILD CROSS-CULTURAL KNOWLEDGE AND SHARED WORK SKILLS, AND TO STRENGTHEN VULNERABLE COMMUNITIES."
USAID,3/1/2025,60000000.0,2025-03-01,2025-03-18-2217,USAID OVERSEAS ASSISTANCE
USAID,3/1/2025,14935752.0,2025-03-01,2025-03-18-2217,"THE GOAL OF THE PROGRAM IS TO CREATE JOBS AND EXPORTS WITHIN THE CARPET AND JEWELRY SECTORS, DRIVING $20 MILLION IN DIRECT-TO-MARKET SALES OF FINISHED AFGHAN CARPET AND JEWELRY PRODUCTS ($19 MILLION IN SALES OF CARPETS AND $1 MILLION IN SALES OF JEWELRY), AND SUPPORTING 5,000 NEW JOBS, PARTICULARLY FOR WOMEN."
USAID,3/1/2025,28338901.0,2025-03-01,2025-03-18-2217,USAID OVERSEAS ASSISTANCE
USAID,3/1/2025,25884633.0,2025-03-01,2025-03-18-2217,SAFEGUARDING CIVIC RIGHTS AND MEDIA FREEDOMS IN AFGHANISTAN (HUQUQ)
USAID,3/1/2025,80000000.0,2025-03-01,2025-03-18-2217,STRENGTHENING RURAL LIVELIHOODS AND FOOD SECURITY ACTIVITY
USAID,3/1/2025,27284620.0,2025-03-01,2025-03-18-2217,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO PROVIDE SUPPORT TO SUSTAIN ACCESS TO AND IMPROVE RETENTION IN LOCAL QUALITY, HIGHER EDUCATION OPPORTUNITIES FOR STUDENTS LIVING INSIDE AFGHANISTAN."
USAID,3/1/2025,4935797.0,2025-03-01,2025-03-18-2217,"THE YOUNG WOMEN LEAD (YWL) PROGRAM IS DESIGNED TO ASSIST APPROXIMATELY 650 YOUNG AFGHAN WOMEN TO SUCCESSFULLY COMPLETE SHORT, POST-SECONDARY EDUCATION PROGRAMS IN FEMALE-SPECIFIC EMPLOYMENT FIELDS."
USAID,3/1/2025,4500000.0,2025-03-01,2025-03-18-2217,COUNTERING TRAFFICKING IN PERSONS (CTIP III)
USAID,3/1/2025,5500000.0,2025-03-01,2025-03-18-2217,"TO ENHANCE THE QUALITY OF REHABILITATION SERVICES, INCREASE REHABILITATION SERVICES AND STRENGTHEN THE SUSTAINABILITY OF THE PHYSICAL REHABILITATION CENTERS."
USAID,3/1/2025,13000000.0,2025-03-01,2025-03-18-2217,REDUCE AIR POLLUTION IN THE KATHMANDU VALLEY
USAID,3/1/2025,35000000.0,2025-03-01,2025-03-18-2217,"THE GOAL OF THIS ACTIVITY IS TO SUPPORT ADOLESCENTS TO REACH THEIR FULL POTENTIAL BY ENSURING THEY RECEIVE CORRECT AND APPROPRIATE RH INFORMATION AND GUIDANCE TO DEVELOP DECISION-MAKING SKILLS, AND BY CREATING AN ENVIRONMENT CONDUCIVE TO MAKING HEALTHY REPRODUCTIVE HEALTH DECISIONS; AND TO FACILITATE TRANSLATION OF THESE DECISIONS INTO HEALTHY BEHAVIORS. THE ACTIVITY WILL SUPPORT A RANGE OF HEALTHY REPRODUCTIVE BEHAVIORS INCLUDING DELAYING MARRIAGE, DELAYING FIRST PREGNANCY, HEALTHY TIMING AND SPACING OF PREGNANCY, SEEKING FP/RH SERVICES, USE OF CONTRACEPTIVES, PREVENTION OF HIV/AIDS, PREVENTION AND TREATMENT OF OTHER STIS, PREVENTION AND RESPONSE TO GENDER BASED VIOLENCE, AND MENSTRUAL HEALTH/STIGMA, CONTRIBUTING TO BETTER HEALTH OUTCOMES AS WELL AS SOCIAL AND ECONOMIC BENEFITS."
USAID,3/1/2025,1000000.0,2025-03-01,2025-03-18-2217,USAID INCLUSIVE LIVELIHOOD IS TO EMPOWER WOMEN AND MEN WITH DISABILITIES TO ENGAGE IN RESILIENT AND SUSTAINABLE EMPLOYMENT.
USAID,3/1/2025,500000.0,2025-03-01,2025-03-18-2217,"THE GOAL OF USAID INCLUSIVE LIVELIHOODS CENTRAL IS TO EMPOWER PERSONS WITH DISABILITIES IN BOTH RURAL AND URBAN AREAS OF NEPAL THROUGH MOBILIZING SELF HELP GROUPS, CREATING ECONOMIC BENEFIT FROM ACCESSIBLE LIVELIHOOD OPPORTUNITIES AND PROMOTING INCLUSIVE EMPLOYMENT AT THE NATIONAL LEVEL."
USAID,3/1/2025,5000000.0,2025-03-01,2025-03-18-2217,"THE PURPOSE OF THIS ACTIVITY IS TO STRENGTHEN AFU'S CAPACITY TO CONTRIBUTE TO NEPAL'S AGRICULTURAL DEVELOPMENT BY IMPROVING THE QUALITY OF AGRICULTURAL HIGHER EDUCATION, INCREASING AGRICULTURAL GRADUATES' EMPLOYABILITY, AND CONTRIBUTING TO RESEARCH AND EXTENSION ACTIVITIES THAT PLAY A CENTRAL ROLE IN NEPAL’S AGRICULTURAL AND ECONOMIC TRANSFORMATION. IT IS ANTICIPATED THAT DIRECT WORK WITH AFU WILL IN TURN ALSO CREATE SYSTEM-LEVEL CHANGE IN THE OVERALL HIGHER EDUCATION SYSTEM IN NEPAL."
USAID,3/1/2025,20000000.0,2025-03-01,2025-03-18-2217,USAID EDUCATION: EQUITY AND INCLUSION
