piid,agency,vendor,value,description_doge,fpds_status,fpds_link,deleted_date,savings,award_agency,award_procurement_id,award_modification_num,ref_idv_agency,ref_idv_procurement_id,ref_idv_modification_num,date_signed,date_effective,date_complete,date_ult_complete_est,date_solicitation,amount_obligated,amount_obligated_total,amount_base_exercised_options,amount_base_exercised_options_total,amount_ultimate,amount_ultimate_total,entity_id,entity_name,entity_dba,cage_code,entity_street,entity_street_2,entity_city,entity_state,entity_zip,entity_county,entity_county_disp,entity_phone,entity_fax,entity_congressional_district,product_service_code,product_service_desc,principal_naics_code,principal_naics_desc,performance_state,performance_location,performance_country,performance_county,performance_city,performance_congressional_district,performance_zip,performance_zip_ext,requirement_desc,dt_scrape
12318724F0114,Department of Agriculture,MANAGEMENT & ENGINEERING TECHNOLOGIES INTERNATIONAL INC,16245,Guatemala and Belize Visual Communications and E-Learning Consultant,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0114&modNumber=P00003&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,2/10/2025,10503,12C2,12318724F0114,P00003,12C2,12318723D0002,0,01/31/2025,02/01/2024,01/29/2025,01/29/2025,,-609.49,5742.6,-609.49,5742.6,-609.49,5742.6,HMYJQTNC54D5,MANAGEMENT & ENGINEERING TECHNOLOGIES INTERNATIONAL INC,,1LX23,8600 BOEING DR,,EL PASO,TX,799251226,USA,UNITED STATES,(915) 772-4975,(915) 772-2253,TEXAS 16,AB11,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; COMMUNITY DEVELOPMENT; BASIC RESEARCH,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20090,8521.0,,2025-04-04-0017
12318723F0055,Department of Agriculture,"MANAGEMENT AND ENGINEERING TECHNOLOGIES INTERNATIONAL, INC.",11452,URBAN FOREST AND COMMUNITY ENGAGEMENT CONSULTANTSERVICES FOR FOREST SERVICE IP,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0055&modNumber=P00003&idvAgencyID=&idvPIID=AG3187C170012&contractType=AWARD,2/10/2025,674,12C2,12318723F0055,P00003,12C2,AG3187C170012,0,01/30/2025,11/22/2022,01/30/2025,12/05/2025,,-674.02,10777.52,-674.02,10777.52,-674.02,10777.52,HMYJQTNC54D5,"MANAGEMENT AND ENGINEERING TECHNOLOGIES INTERNATIONAL, INC.",,1LX23,8600 BOEING DR,,EL PASO,TX,799251226,USA,UNITED STATES,(915) 772-4975,(915) 772-2253,TEXAS 16,F018,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION),541712.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20090,8521.0,,2025-04-04-0017
1333BJ24A00150001,Department of Commerce,BOOZ ALLEN HAMILTON INC.,25000000,ORGANIZATIONAL ASSESSMENT CONSULTING SERVICES (OACS),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1344&PIID=1333BJ24A00150001&modNumber=P25002&idvAgencyID=&idvPIID=GS00F008DA&contractType=IDV,2/10/2025,25000000,1344,1333BJ24A00150001,P25002,4732,GS00F008DA,PA0018,02/05/2025,06/21/2024,,,,0.0,0.0,,,,25000000.0,JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,,17038,8283 GREENSBORO DR,,MC LEAN,VA,221023830,USA,UNITED STATES,(703) 377-0195,(703) 902-3200,VIRGINIA 11,R799,SUPPORT- MANAGEMENT: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,,,,,,2025-04-04-0017
89503024PWA000458,Department of Energy,"POLITICO, LLC",40000,THIS IS A TERMINATION FOR THE CONVENIENCE OF THE GOVERNMENT FOR THE 12-MONTH ENERGYWIRE E&E SUBSCRIPTION FOR 100+ WAPA USERS. WAPA NO LONGER REQUIRES THIS SUBSCRIPTION. THE TOTAL AMOUNT OF THE PURCHASE ORDER HAS BEEN PAID IN FULL.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89503024PWA000458&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/10/2025,0,8900,89503024PWA000458,P00002,,,,03/11/2025,09/20/2024,02/07/2025,02/07/2025,,0.0,40000.0,0.0,40000.0,0.0,40000.0,T8JGE1LE8933,"POLITICO, LLC",,7GC29,1000 WILSON BLVD FL 8,,ARLINGTON,VA,222093927,USA,UNITED STATES,(571) 392-2935,,VIRGINIA 08,7630,NEWSPAPERS AND PERIODICALS,513120.0,PERIODICAL PUBLISHERS,CO,,USA,JEFFERSON,LAKEWOOD,,80228,2036.0,,2025-04-04-0017
89503024PWA000454,Department of Energy,"POLITICO, LLC",12375,THIS IS A TERMINATION FOR THE CONVENIENCE OF THE GOVERNMENT FOR 2024-2025 POLITICO PRO PLUS RENEWAL FOR WLO. THE GOVERNMENT NO LONGER REQUIRES THIS SUBSCRIPTION. THE TOTAL AMOUNT HAS BEEN PAID IN FULL.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8900&PIID=89503024PWA000454&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/10/2025,0,8900,89503024PWA000454,P00002,,,,03/15/2025,07/01/2024,02/07/2025,02/07/2025,,0.0,12375.0,0.0,12375.0,0.0,12375.0,T8JGE1LE8933,"POLITICO, LLC",,7GC29,1000 WILSON BLVD FL 8,,ARLINGTON,VA,222093927,USA,UNITED STATES,(571) 392-2935,,VIRGINIA 08,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),516210.0,"MEDIA STREAMING DISTRIBUTION SERVICES, SOCIAL NETWORKS, AND OTHER MEDIA NETWORKS AND CONTENT PROVIDERS",CO,,USA,JEFFERSON,LAKEWOOD,,80228,2802.0,,2025-04-04-0017
75N93022F00001,Department of Health and Human Services,GOLDEN KEY GROUP LLC,99041501,OWER HUMAN CAPITAL MANAGEMENT AND DEVELOPMENT SUPPORT,NOT FOUND IN FPDS,,2/10/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
75F40120F19025,Department of Health and Human Services,"SUNTIVA, LLC",19044599,Business Process Improvement / Strategic Planning Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40120F19025&modNumber=P00038&idvAgencyID=&idvPIID=75F40119A10003&contractType=AWARD,2/10/2025,0,7524,75F40120F19025,P00038,7524,75F40119A10003,P00004,03/13/2025,09/30/2020,09/29/2025,09/29/2025,09/01/2020,0.0,18087436.0,0.0,18087436.0,0.0,18904054.0,L61FBMJQ36A3,"SUNTIVA, LLC",,34ZB1,7940 JONES BRANCH DR,,TYSONS,VA,221023381,USA,UNITED STATES,(703) 462-8470,(703) 462-8477,VIRGINIA 11,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VA,,USA,FAIRFAX,FALLS CHURCH,,22043,2004.0,,2025-04-04-0017
75N91024F00003,Department of Health and Human Services,"SAPIENT GOVERNMENT SERVICES, INC.",15730000,CONTENT SUPPORT AND COMMUNICATIONS SERVICES FOR THE NATIONAL CANCER INSTITUTE (NCI)/OFFICE OF CONTENT SUPPORT AND COMMUNICATIONS SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00003&modNumber=P00003&idvAgencyID=&idvPIID=75N91021A00001&contractType=AWARD,2/10/2025,267118,7529,75N91024F00003,P00003,7529,75N91021A00001,P00004,01/31/2025,03/01/2024,01/14/2026,02/28/2027,01/22/2024,0.0,2697758.48,0.0,2697758.48,-615599.3,9891305.56,JFSULRKLVCB9,"SAPIENT GOVERNMENT SERVICES, INC.",,47XN2,1515 N COURTHOUSE RD FL 4,,ARLINGTON,VA,222012909,USA,UNITED STATES,(703) 908-2541,(617) 621-1300,VIRGINIA 08,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VA,,USA,ARLINGTON,ARLINGTON,,22201,2909.0,,2025-04-04-0017
75F40125F19009,Department of Health and Human Services,"EAGLE HILL CONSULTING, LLC",11667482,DHC/DPS/DMPA AND CENTER OPERATIONAL SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40125F19009&modNumber=P00001&idvAgencyID=&idvPIID=75F40123A00010&contractType=AWARD,2/10/2025,4395862,7524,75F40125F19009,P00001,7524,75F40123A00010,P00003,01/23/2025,12/12/2024,01/05/2028,01/05/2028,11/04/2024,0.0,3777408.4,0.0,3777408.4,0.0,11667481.56,PEGRG88NN3T8,"EAGLE HILL CONSULTING, LLC",,3JZZ8,241 18TH ST S,STE 615,ARLINGTON,VA,222023418,USA,UNITED STATES,(703) 229-8600,(703) 229-5622,VIRGINIA 08,R799,SUPPORT- MANAGEMENT: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VA,,USA,ARLINGTON,ARLINGTON,,22202,3829.0,,2025-04-04-0017
75ACF123F59005,Department of Health and Human Services,DELOITTE CONSULTING LLP,4433884,Grants Management Compliance,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF123F59005&modNumber=P00008&idvAgencyID=&idvPIID=75ACF121A00005&contractType=AWARD,2/10/2025,0,7590,75ACF123F59005,P00008,7590,75ACF121A00005,P00001,01/23/2025,08/01/2023,07/31/2025,07/31/2026,06/26/2023,0.0,2267153.62,0.0,2267153.62,0.0,4433884.36,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,,1TTG5,1919 N LYNN ST,,ARLINGTON,VA,222091742,USA,UNITED STATES,(571) 858-0176,(703) 842-6748,VIRGINIA 08,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20201,2.0,,2025-04-04-0017
75ACF121F80036,Department of Health and Human Services,"URBAN INSTITUTE,THE",2031814,Advancing Contextual Analysis and Methods of Participant Engagement in OPRE (CAMPE),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF121F80036&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA18D003Z&contractType=AWARD,2/10/2025,87902,7590,75ACF121F80036,P00004,4732,47QRAA18D003Z,PS0012,01/23/2025,09/30/2021,09/29/2025,09/29/2025,07/02/2021,0.0,1943911.87,0.0,1943911.87,0.0,2031813.83,VNAYDLRGSKU3,"URBAN INSTITUTE,THE",,4N012,500 LENFANT PLZ SW,,WASHINGTON,DC,200242131,USA,UNITED STATES,(202) 261-5409,,DISTRICT OF COLUMBIA 98,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20201,2.0,,2025-04-04-0017
75F40123F19053,Department of Health and Human Services,"SUNTIVA, LLC",1718403,"TIME & MATERIALS TYPE BPA CALL ORDER FOR STRATEGIC LEADERSHIP DEVELOPMENT SUPPORT SERVICES TO SUPPORT THE FDA'S OFFICE OF POLICY, LEGISLATION, AND INTERNATIONAL AFFAIRS (OPLIA).",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19053&modNumber=P00004&idvAgencyID=&idvPIID=75F40119A10003&contractType=AWARD,2/10/2025,0,7524,75F40123F19053,P00004,7524,75F40119A10003,P00004,02/12/2025,09/28/2023,08/26/2025,08/26/2025,08/31/2023,0.0,1322971.09,0.0,1322971.09,0.0,1718402.79,L61FBMJQ36A3,"SUNTIVA, LLC",,34ZB1,7940 JONES BRANCH DR,,TYSONS,VA,221023381,USA,UNITED STATES,(703) 462-8470,(703) 462-8477,VIRGINIA 11,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MD,,USA,MONTGOMERY,SILVER SPRING,,20993,2.0,,2025-04-04-0017
75N96023F00065,Department of Health and Human Services,TACTEGRA LLC,323446,Administrative Management and General Management Consulting Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N96023F00065&modNumber=P00006&idvAgencyID=&idvPIID=47QRAA21D005Y&contractType=AWARD,2/10/2025,0,7529,75N96023F00065,P00006,4732,47QRAA21D005Y,PS0013,01/27/2025,09/19/2023,03/18/2025,03/18/2025,,0.0,297539.55,0.0,297539.55,0.0,297539.55,SWABMN4WCA54,TACTEGRA LLC,TACTEGRA LLC,59E12,18 CABARRUS AVE W,,CONCORD,NC,280254702,USA,UNITED STATES,(704) 451-6576,,NORTH CAROLINA 12,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NC,,USA,DURHAM,DURHAM,,27709,1.0,,2025-04-04-0017
75F40121F80053,Department of Health and Human Services,HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES,318339,Five INTERNS - JUNE THROUGH AUGUST,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121F80053&modNumber=P00007&idvAgencyID=&idvPIID=GS02F0110Y&contractType=AWARD,2/10/2025,77065,7524,75F40121F80053,P00007,4732,GS02F0110Y,PA0048,01/23/2025,04/09/2021,01/23/2025,08/13/2025,12/17/2020,-64495.62,241274.82,-64495.62,241274.82,-64495.62,241274.82,GT89MK46MF23,HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES,,03QV9,4801 NW LOOP 410 STE 701,,SAN ANTONIO,TX,782295344,USA,UNITED STATES,(210) 576-3223,(210) 692-0823,TEXAS 20,R699,SUPPORT- ADMINISTRATIVE: OTHER,541612.0,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",MD,,USA,MONTGOMERY,DERWOOD,,20855,2764.0,,2025-04-04-0017
75D30124F19892,Department of Health and Human Services,TECHNICAL MANAGEMENT SERVICES LLC,77600,ADVANCE LEADERSHIP & CULTURE DEVELOPMENT TRAINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19892&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00F1&contractType=AWARD,2/10/2025,0,7523,75D30124F19892,P00002,4732,47QRAA18D00F1,PA0011,02/27/2025,08/22/2024,02/12/2025,02/12/2025,07/23/2024,0.0,77600.0,0.0,77600.0,0.0,77600.0,YZUCELZVKTF6,TECHNICAL MANAGEMENT SERVICES LLC,,0ZNR3,684 BRIAR DALE DR,,CASTLE PINES,CO,801085504,USA,UNITED STATES,(719) 210-3302,(303) 953-9428,COLORADO 04,U001,EDUCATION/TRAINING- LECTURES,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,OH,,USA,HAMILTON,CINCINNATI,,45226,1938.0,,2025-04-04-0017
140L5725F0007,Department of the Interior,"ICF INCORPORATED, L.L.C.",768723,MANAGING DISPERSED CAMPING - SR9 PROJECT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L5725F0007&modNumber=P00001&idvAgencyID=&idvPIID=140L0623A0012&contractType=AWARD,2/10/2025,0,1422,140L5725F0007,P00001,1422,140L0623A0012,0,02/04/2025,01/17/2025,04/20/2026,04/20/2026,12/17/2024,0.0,768723.0,0.0,768723.0,0.0,768723.0,QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",,5M571,1902 RESTON METRO PLAZA,,RESTON,VA,201905231,USA,UNITED STATES,(703) 225-0160,,VIRGINIA 11,F999,OTHER ENVIRONMENTAL SERVICES,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,UT,,USA,WASHINGTON,SAINT GEORGE,,84790,6714.0,,2025-04-04-0017
2032H820A00001,Department of Treasury,"MANAGEMENT CONCEPTS, INC.",7000000,TRAINING CLASSES FOR PROGRAM MANAGEMENT CERTIFICATIONCANCEL BPA EFFECTIVE 1/23/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2050&PIID=2032H820A00001&modNumber=P00014&idvAgencyID=&idvPIID=47QREA18D000Y&contractType=IDV,2/10/2025,7000000,2050,2032H820A00001,P00014,4732,47QREA18D000Y,0,01/23/2025,01/17/2020,,,,0.0,0.0,,,,7000000.0,C2R2ML1DWXW6,"MANAGEMENT CONCEPTS, INC.",,5J639,8230 LEESBURG PIKE STE 800,,TYSONS CORNER,VA,221822641,USA,UNITED STATES,(703) 790-9595,(703) 270-4033,VIRGINIA 11,U001,EDUCATION/TRAINING- LECTURES,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,,,,,,,,,,2025-04-04-0017
2031JW25P00001,Department of Treasury,"THE CONFERENCE BOARD, INC.",213548,RENEWAL OF THE CONFERENCE BOARD MEMBERSHIPS FOR HUMAN CAPITAL CENTER AND DATA & ANALYTICS EXECUTIVES COUNCIL - TERMINATION FOR GOVERNMENT'S CONVENIENCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2046&PIID=2031JW25P00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/10/2025,177548,2046,2031JW25P00001,P00001,,,,01/22/2025,10/01/2024,01/22/2025,09/30/2029,09/06/2024,0.0,36000.0,0.0,36000.0,0.0,213548.0,GQY8QN1QKJW5,"THE CONFERENCE BOARD, INC.",,5M768,845 THIRD AVE FL 3,,NEW YORK,NY,100226633,USA,UNITED STATES,(212) 339-0350,(212) 836-9794,NEW YORK 15,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,519290.0,WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,NY,,USA,NEW YORK,NEW YORK,,10022,6633.0,,2025-04-04-0017
2032H321C00023,Department of Treasury,THE NEW YORK TIMES COMPANY,158009,2032H321C00023 - NEW YORK TIMES SUBSCRIPTION SERVICES - TERMINATION FOR CONVENIENCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2001&PIID=2032H321C00023&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,2/10/2025,35738,2001,2032H321C00023,P00005,,,,03/21/2025,08/17/2021,02/05/2025,02/05/2025,06/01/2021,0.0,122270.94,0.0,122270.94,-35737.84,122270.94,LZX3ZR9FFTJ1,THE NEW YORK TIMES COMPANY,,3DHJ2,620 8TH AVE,,NEW YORK,NY,100181618,USA,UNITED STATES,(516) 302-2551,,NEW YORK 12,DH10,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",519130.0,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20220,1.0,,2025-04-04-0017
2031ZA25F00001,Department of Treasury,"INROADS, INC.",86448,Printing Scholars Internship,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2041&PIID=2031ZA25F00001&modNumber=P00001&idvAgencyID=&idvPIID=2031ZA20A00018&contractType=AWARD,2/10/2025,0,2041,2031ZA25F00001,P00001,2041,2031ZA20A00018,P00009,01/28/2025,10/01/2024,01/22/2025,01/24/2025,,0.0,86448.0,0.0,86448.0,0.0,86448.0,KJ6RLNFX5NC5,"INROADS, INC.",,3Z9Z4,10 S BROADWAY STE 300,,SAINT LOUIS,MO,631021729,USA,UNITED STATES,(202) 830-1073,(202) 830-1073,MISSOURI 01,U009,EDUCATION/TRAINING- GENERAL,561611.0,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,MO,,USA,SAINT LOUIS CITY,SAINT LOUIS,,63102,1729.0,,2025-04-04-0017
2031ZA25F00002,Department of Treasury,HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES,67149,Printing Scholars Internship,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2041&PIID=2031ZA25F00002&modNumber=P00001&idvAgencyID=&idvPIID=2031ZA20A00019&contractType=AWARD,2/10/2025,0,2041,2031ZA25F00002,P00001,2041,2031ZA20A00019,P00008,01/28/2025,10/01/2024,01/22/2025,01/22/2025,,0.0,67149.0,0.0,67149.0,0.0,67149.0,GT89MK46MF23,HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES,,03QV9,4801 NW LOOP 410 STE 701,,SAN ANTONIO,TX,782295344,USA,UNITED STATES,(210) 576-3223,(210) 692-0823,TEXAS 20,U009,EDUCATION/TRAINING- GENERAL,541612.0,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",TX,,USA,BEXAR,SAN ANTONIO,,78229,5344.0,,2025-04-04-0017
36C10X24C0035,Department of Veterans Affairs,EMPLOYMENT LEARNING INNOVATIONS INC,289778,CIVIL TREATMENT TRAINING COURSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24C0035&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/10/2025,0,3600,36C10X24C0035,P00002,,,,03/17/2025,09/30/2024,01/22/2025,01/22/2025,08/07/2024,-207816.83,81961.17,-207816.83,81961.17,-207816.83,81961.17,M9QCVFLQB637,EMPLOYMENT LEARNING INNOVATIONS INC,EMPLOYMENT LEARNING INNOVATIONS INC,3NRZ1,2675 PACES FERRY RD SE,,ATLANTA,GA,303394052,USA,UNITED STATES,(770) 437-2456,(770) 319-7905,GEORGIA 11,R499,SUPPORT- PROFESSIONAL: OTHER,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,LA,,USA,JEFFERSON,NEW ORLEANS,,70123,2837.0,,2025-04-04-0017
36C10X24P0056,Department of Veterans Affairs,OUT & EQUAL,30000,"Government Plus Membership/Sponsorship Package or Department of Veterans Affairs, Office of the Secretary",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X24P0056&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/10/2025,15000,3600,36C10X24P0056,P00003,,,,02/14/2025,06/12/2024,01/23/2025,01/23/2025,03/29/2024,-4400.0,10600.0,-4400.0,10600.0,-4400.0,10600.0,QZCWPYCPVUR1,OUT & EQUAL,,5LSF3,909 ROSE AVENUE SUITE 400,,NORTH BETHESDA,MD,208528758,USA,UNITED STATES,(415) 694-6515,,MARYLAND 08,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,611430.0,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,MD,,USA,MONTGOMERY,ROCKVILLE,,20852,8758.0,,2025-04-04-0017
68HERD23P0034,Environmental Protection Agency,"POLITICO, LLC",545710,"E&E NEWS 12 MONTH BASE PERIOD AND 12 MONTH OPTION PERIOD SUBSCRIPTION ACCESS FOR FIVE SCIENTIFIC AND POLICY PUBLICATIONS: ENERGYWIRE, CLIMATEWIRE, GREENWIRE, E&E DAILY, AND E&E NEWSPM.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERD23P0034&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/10/2025,0,6800,68HERD23P0034,P00003,,,,02/07/2025,02/16/2023,02/07/2025,02/07/2025,,0.0,545710.0,0.0,545710.0,0.0,545710.0,T8JGE1LE8933,POLITICO LLC,,7GC29,1000 WILSON BLVD,8TH FLOOR,ARLINGTON,VA,222093927,USA,UNITED STATES,(571) 392-2935,,VIRGINIA 08,7630,NEWSPAPERS AND PERIODICALS,513110.0,NEWSPAPER PUBLISHERS,VA,,USA,ARLINGTON,ARLINGTON,,22209,3927.0,,2025-04-04-0017
68HERH24P0156,Environmental Protection Agency,"POLITICO, LLC",179409,POLITICO PRO PLUS/PRO ANALYSIS SUBSCRIPTION TO CONSOLIDATE 4 PROGRAM OFFICES FOR 117 USERS-1-YEAR SUBSCRIPTION.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH24P0156&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/10/2025,0,6800,68HERH24P0156,P00001,,,,02/07/2025,06/13/2024,06/14/2025,06/14/2025,05/16/2024,0.0,179409.0,0.0,179409.0,0.0,179409.0,T8JGE1LE8933,"POLITICO, LLC",,7GC29,1000 WILSON BLVD FL 8,,ARLINGTON,VA,222093927,USA,UNITED STATES,(571) 392-2935,,VIRGINIA 08,R499,SUPPORT- PROFESSIONAL: OTHER,516210.0,"MEDIA STREAMING DISTRIBUTION SERVICES, SOCIAL NETWORKS, AND OTHER MEDIA NETWORKS AND CONTENT PROVIDERS",DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20460,3.0,,2025-04-04-0017
05GA0A20F0028,Government Accountability Office,"POLITICO, LLC",482550,E&E NEWS PUBLICATIONS,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=0559&PIID=05GA0A20F0028&modNumber=P00004&idvAgencyID=&idvPIID=03310319D0071&contractType=AWARD,2/10/2025,106150,0559,05GA0A20F0028,P00004,0300,03310319D0071,0,07/12/2023,08/27/2020,08/26/2024,08/26/2025,,187425.0,611825.0,187425.0,611825.0,0.0,808620.0,T8JGE1LE8933,"POLITICO, LLC",,7GC29,1000 WILSON BLVD 8TH FLOOR,,ARLINGTON,VA,222093927,USA,UNITED STATES,(703) 236-7926,(703) 647-8551,VIRGINIA 08,R422,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION,519190.0,ALL OTHER INFORMATION SERVICES,VA,,USA,ARLINGTON,ARLINGTON,,22209,3927.0,,2025-04-04-0017
